Title,Latitude,Longtitude,Khu vực,Diện tích,Giá/m2,Giá,Hướng Cửa,Loại Hình,Nội Dung,Giấy Tờ Pháp Lý,Thời Gian
"Bán căn hộ 3PN chung cư CT8 Mỹ Đình, full nội thất hiện đại giá 4.390tỷ. ĐT: 0904 828 ***",21.0359662,105.9021921,"Long Biên, Hà Nội",95 m²,"46,21 tr/m²","4,39 tỷ",Đông,liền kề,,đã có sổ,2/5/2023
"bán nhà kim chung 2.4 tỷ 33m2, nhà mới bàn giao LH 0849 337 ***",20.8602693,105.7801644,"Thanh Oai, Hà Nội",33 m²,"72,73 tr/m²","2,4 tỷ",Đông Bắc,shophouse,,đã có sổ,2/5/2023
"Chủ nhà nhờ bán căn hộ Golden Palm, diện tích 82m2, 2PN2W, full nội thất, giá 4,3 tỷ",21.1559766,105.3749427,"Ba Vì, Hà Nội",82 m²,"52,44 tr/m²","4,3 tỷ",Tây Nam,nhà riêng,,đã có sổ,2/5/2023
Cần bán căn hộ 3 ngủ 2 vs diện tích 76m2,21.2572652,105.8481633,"Sóc Sơn, Hà Nội",76 m²,"28,03 tr/m²","2,13 tỷ",Tây Bắc,shophouse,,đã có sổ,2/5/2023
"Vợ tôi sắp sinh cần chuyển căn to, bán căn 3PN, 126m2 tại Riverside, mua bán trực tiếp 0396 116 ***",21.0235566,105.5537358,"Thạch Thất, Hà Nội",126 m²,"42,06 tr/m²","5,3 tỷ",Đông,nhà mặt phố,,đã có sổ,2/5/2023
"Bán gấp CH tập thể Phố Giải Phóng giá 2,45 tỷ, 80m2, ở luôn",21.0398766,105.9511964,"Gia Lâm, Hà Nội",80 m²,"30,62 tr/m²","2,45 tỷ",Tây Nam,nhà mặt phố,,đã có sổ,2/5/2023
"Chuyển nhượng căn hộ 3 ngủ Sunshine City S3, Bắc Từ Liêm, chỉ 6,2 tỷ",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",105 m²,"59,05 tr/m²","6,2 tỷ",Tây Nam,nhà mặt phố,,đã có sổ,2/5/2023
Bán gấp các 3 căn hộ 2PN và 3PN sở hữu lâu dài tại Rose Town gấp trong T10 - T111/2023,21.0295015,105.7914212,"Cầu Giấy, Hà Nội","75,6 m²","36,38 tr/m²","2,75 tỷ",Tây Nam,shophouse,,đã có sổ,2/5/2023
"CC cần bán 2 căn đập thông toà S3, Vinhomes Smart City diện tích 115m2 giá 4.850 tỷ -LH: 0972 980 ***",20.8602693,105.7801644,"Thanh Oai, Hà Nội",115 m²,"42,17 tr/m²","4,85 tỷ",Đông,nhà riêng,,đã có sổ,2/5/2023
"Duy nhất căn góc Times Tower, 100m2, 3 PN, BC Đông Nam - TN, có slot ô tô giá 5 tỷ LH: 0396 116 ***",20.8602693,105.7801644,"Thanh Oai, Hà Nội",100 m²,50 tr/m²,5 tỷ,Đông,shophouse,,đã có sổ,2/5/2023
Cần bán căn hộ 2 ngủ 2 vệ sinh diện tích 72m,21.0359662,105.9021921,"Long Biên, Hà Nội",72 m²,"22,22 tr/m²","1,6 tỷ",Đông Bắc,nhà mặt phố,,đã có sổ,2/5/2023
"Chính chủ bán căn hộ 3 PN, tại 47 Nguyễn Tuân GoldSeason, DT 102m2 sổ đỏ chính chủ. LH 0396 116 ***",20.87851585,105.6492335,"Chương Mỹ, Hà Nội",102 m²,"47,06 tr/m²","4,8 tỷ",Đông,nhà riêng,,đã có sổ,2/5/2023
"Bán căn góc 3PN tòa Park 9 Times City Hai Bà Trưng, giá 7.8 tỷ, LH 0979 702 ***",21.0235566,105.5537358,"Thạch Thất, Hà Nội",120 m²,"63,33 tr/m²","7,6 tỷ",Đông,shophouse,,đã có sổ,2/5/2023
"Chuyển công tác xa tôi bán căn hộ 4 PN, 3 WC tầng trung CC TSQ mua bán trực tiếp, 0396 116 ***",21.0359662,105.9021921,"Long Biên, Hà Nội","193,2 m²","28,47 tr/m²","5,5 tỷ",Tây,nhà mặt phố,,đã có sổ,2/5/2023
"Chính chủ bán gấp căn hộ 2PN diện tích 65m2 chung cư 110 Cầu Giấy. Giá 3,6 tỷ bao phí sang tên",20.87851585,105.6492335,"Chương Mỹ, Hà Nội",65 m²,"55,38 tr/m²","3,6 tỷ",Đông Bắc,nhà riêng,,đã có sổ,2/5/2023
"Giá tốt, em có căn góc 4PN, tòa Park. DT 136m2, Times City, giá 8.2 tỷ. LH 0979 702 ***",21.1559766,105.3749427,"Ba Vì, Hà Nội",136 m²,"60,29 tr/m²","8,2 tỷ",Tây Nam,căn hộ chung cư,,đã có sổ,1/5/2023
Bán căn hộ 3PN tại Eco City Đông Nam thoáng mát full nội thất LH: 0855 236 ***,20.9757581,105.8626556,"Hoàng Mai, Hà Nội",80 m²,51 tr/m²,Giá thỏa thuận,Đông,nhà mặt phố,,đã có sổ,1/5/2023
"Bán căn đập thông tại Ecolife nội thất siêu đẹp 111m2 3 ngủ 2 WC, mua bán trực tiếp LH: 0396 116 ***",21.0295015,105.7914212,"Sóc Sơn, Hà Nội",111 m²,"40,54 tr/m²","4,5 tỷ",Tây Bắc,nhà riêng,,đã có sổ,1/5/2023
"Bán căn 5 phòng ngủ tòa vip Park 10, Times City, DT 178 m2, giá 14 tỷ. LH 0979 702 ***",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",178 m²,"78,65 tr/m²",14 tỷ,Tây Bắc,nhà riêng,,đã có sổ,1/5/2023
Cần tiền bán nhanh căn hộ 1N + 1 (diện tích 47m2) kèm full nội thất giá chỉ 1.3 tỷ tại VHOP,21.1559766,105.3749427,"Ba Vì, Hà Nội",47 m²,"27,66 tr/m²","1,3 tỷ",Tây,nhà riêng,,đã có sổ,1/5/2023
Siêu phẩm căn PN 202m2 tại dự án Diamond Residence - 25 Lê Văn Lương hiện đang tìm kiếm những Chủ n,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",202 m²,55 tr/m²,"11,11 tỷ",Tây Nam,nhà mặt phố,,đã có sổ,1/5/2023
"Thiên đàng riêng tại dự án: Căn hộ 4 ngủ, view đẹp, giá tốt nhất!",21.1559766,105.3749427,"Ba Vì, Hà Nội",124 m²,"28,33 tr/m²",Giá thỏa thuận,Tây Nam,căn hộ chung cư,,đã có sổ,1/5/2023
"Bán căn chung cư FLC Landmark Tower Lê Đức Thọ DT 159m2 3PN, giá hơn 4 tỷ LH 0965 596 ***",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",159 m²,"28,93 tr/m²","4,6 tỷ",Tây Bắc,nhà mặt phố,,đã có sổ,1/5/2023
Chính chủ gửi bán căn 64m2 - 2 ngủ 2 vệ sinh tòa B15 Đại Kim - Sổ chính chủ nhà hướng ĐN cực mát mẻ,21.0064704,105.8578519,"Hai Bà Trưng, Hà Nội",64 m²,"33,12 tr/m²","2,12 tỷ",Tây,căn hộ chung cư,,đã có sổ,1/5/2023
"Căn 2 PN giá chỉ 2,2* tỷ ở tòa 2NC - Hoàng Minh Giám - Trung Hòa, tầng trung, sẵn nội thất cơ bản",20.9551855,105.758011,"Hà Đông, Hà Nội","58,3 m²","39,45 tr/m²","2,3 tỷ",Tây Nam,nhà riêng,,đã có sổ,1/5/2023
Johnny Mạnh bán gấp căn chung cư khách sạn 5 sao quốc tế giá rẻ nhất thị trường: 0914 739 ***,21.1559766,105.3749427,"Ba Vì, Hà Nội","25,41 m²","62,97 tr/m²","1,6 tỷ",Tây Nam,căn hộ chung cư,,đã có sổ,1/5/2023
"Chính chủ cần bán gấp 2 căn hộ 4pn 134,5m2, Tecco Garden, đã có sổ hồng, sẵn sàng giao dịch",21.1559766,105.3749427,"Ba Vì, Hà Nội",141 m²,"59,21 tr/m²",Giá thỏa thuận,Tây Nam,nhà riêng,,đã có sổ,1/5/2023
Chính chủ - bán căn 2 ngủ 1 vs 55m2 ban công ngắm view toàn biển hồ - tòa I2 dự án Imperia,21.0064704,105.8578519,"Hai Bà Trưng, Hà Nội",55 m²,"59,27 tr/m²","3,26 tỷ",Tây,nhà riêng,,đã có sổ,1/5/2023
Chính chủ cần bán căn 2PN 2VS giá 2.1 tỷ tại tòa S Vinhomes Ocean Park LH 0986 784 ***,21.0398766,105.9511964,"Gia Lâm, Hà Nội","64,7 m²","32,46 tr/m²","2,1 tỷ",Tây Bắc,nhà mặt phố,,đã có sổ,30/4/2023
Johnny Mạnh bán căn 2 ngủ view hồ dự án Waterfront rẻ hơn CDT rất nhiều: 0914 739 ***,21.0359662,105.9021921,"Long Biên, Hà Nội","62,68 m²","36,12 tr/m²",Giá thỏa thuận,Tây Nam,căn hộ chung cư,,đã có sổ,30/4/2023
"Cần bán nhanh căn 66,5m2 CC Handi Resco 31 Lê Văn Lương giá 3,650 tỷ",21.0064704,105.8578519,"Hai Bà Trưng, Hà Nội","66,5 m²","54,98 tr/m²","3,66 tỷ",Đông,nhà riêng,,đã có sổ,30/4/2023
"SANG XỊN MỊN -Căn hộ thiết kế lại 2 ngủ - 1wc rất hợp lý - Ảnh thật căn hộ. S= 54,7m2. LH:098256869",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội","54,71 m²","26,69 tr/m²","1,46 tỷ",Đông,nhà mặt phố,,đã có sổ,30/4/2023
Gia đình tôi cần bán gấp căn hộ 1PN tòa N05 DT 48.8m2 giá 2.6 tỷ Berriver Nguyễn Văn Cừ,21.0683576,105.8240984,"Tây Hồ, Hà Nội","48,8 m²","53,28 tr/m²","2,6 tỷ",Tây,nhà riêng,,đã có sổ,30/4/2023
"Chính chủ cần bán căn hộ chung cư toà CT12 Văn Phú. Dt: 103m2, 3PN, 2 vs",21.0359662,105.9021921,"Long Biên, Hà Nội",103 m²,"30,1 tr/m²","3,1 tỷ",Tây Bắc,nhà mặt phố,,đã có sổ,30/4/2023
Độc nhất! Căn hộ 2PN diện tích 80m2 tầng trung view bể bơi siêu đẹp giá rẻ nhất Q. Cầu Giấy ở luôn,21.2572652,105.8481633,"Sóc Sơn, Hà Nội",80 m²,"47,5 tr/m²","3,8 tỷ",Đông,nhà mặt phố,,đã có sổ,30/4/2023
"Gấp! Chốt ngay căn hộ cao cấp 3PN view đẹp 102m2 chỉ 4,8 tỷ tại Duy Tân, Cầu Giấy nhận nhà ở luôn",21.0359662,105.9021921,"Long Biên, Hà Nội",102 m²,"47,06 tr/m²","4,8 tỷ",Tây Bắc,shophouse,,đã có sổ,30/4/2023
"Bán cắt lỗ suất đầu tư giá rẻ, có sổ hồng vĩnh viễn, 2,7 tỷ 2pn, 3,3 tỷ căn 3 phòng ngủ",21.2572652,105.8481633,"Sóc Sơn, Hà Nội",74 m²,"36,49 tr/m²","2,7 tỷ",Tây,căn hộ chung cư,,đã có sổ,30/4/2023
Chỉ 20%~499tr sở hữu ngay căn studio Masteri view hồ 35m2 công năng như 1PN cho thuê 12 - 13tr/th,21.0295015,105.7914212,"Ba Vì, Hà Nội",35 m²,"57,14 tr/m²",2 tỷ,Tây Bắc,nhà mặt phố,,đã có sổ,30/4/2023
"Cần bán gấp căn 127m2 chung cư Mulberry Lane - Mỗ Lao giá chỉ từ 4,6 tỷ",20.9551855,105.758011,"Hà Đông, Hà Nội",127 m²,"36,22 tr/m²","4,6 tỷ",Tây Nam,liền kề,,đã có sổ,30/4/2023
Gấp! Cần bán căn 2PN giá chỉ 3.1 tỷ Văn Phú Victoria,21.1559766,105.3749427,"Ba Vì, Hà Nội",97 m²,"31,96 tr/m²","3,1 tỷ",Tây Bắc,căn hộ chung cư,,đã có sổ,30/4/2023
"Tôi cần bán gấp căn hộ 2N2VS, diện tích 74m2 toà L3 giá: 2,4tỷ bao phí Le Grand Jardin Sài Đồng",21.0295015,105.7914212,"Hai Bà Trưng, Hà Nội",74 m²,"32,43 tr/m²","2,4 tỷ",Đông,shophouse,,đã có sổ,30/4/2023
"Bán nhanh căn hộ 2N1VS, 60m2, tặng đồ, view thoáng chỉ 1,57 tỷ tại Vinhomes OCP. LH 0974 878 ***",20.8602693,105.7801644,"Thanh Oai, Hà Nội",60 m²,"26,17 tr/m²","1,57 tỷ",Tây Nam,nhà riêng,,đã có sổ,30/4/2023
"Căn 2PN tầng đẹp CK 11.5% GTCH, giảm 360 triệu 1.988 tỷ (70%) bàn giao T12.2023",21.0235566,105.5537358,"Thạch Thất, Hà Nội","66,68 m²","42,33 tr/m²",Giá thỏa thuận,Tây Bắc,nhà riêng,,đã có sổ,29/4/2023
"Bán gấp căn hộ góc 2N+1, 2VS 70m2, view thoáng, tặng nội thất chỉ 1,95tỷ tại VINOCP. lh 0974 878 ***",21.0683576,105.8240984,"Tây Hồ, Hà Nội",70 m²,"27,86 tr/m²","1,95 tỷ",Tây Bắc,shophouse,,đã có sổ,29/4/2023
"CSH cần bán CH (2PN - 88m2) và (3PN, Dualkey - 112m2) The Matrix One từ 5 tỷ. LH: 0988 751 ***",21.0295015,105.7914212,"Cầu Giấy, Hà Nội",113 m²,"56,64 tr/m²","6,4 tỷ",Tây,shophouse,,đã có sổ,29/4/2023
"Chính chủ bán căn 3 PN 110m2 Times Tower 35 Lê Văn Lương, giá 4,8 tỷ - LH 0946 566 ***MTG)",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",110 m²,"43,64 tr/m²","4,8 tỷ",Đông Bắc,nhà mặt phố,,đã có sổ,29/4/2023
"Bán căn hộ chung cư Ocean Park Gia Lâm 2N + 1 60m2 giá rẻ chỉ với 1,6 tỷ bao phí. LH 0903 242 ***",20.8602693,105.7801644,"Thanh Oai, Hà Nội",60 m²,"26,67 tr/m²","1,6 tỷ",Đông Bắc,liền kề,,đã có sổ,29/4/2023
"Bán CH tầng 18 Diamond Flower Tower, 171m2 căn góc ban công ĐN - ĐB, 3PN, full nội thất (xem ảnh)",21.0295015,105.7914212,"Hai Bà Trưng, Hà Nội",171 m²,"56,14 tr/m²","9,6 tỷ",Đông Bắc,căn hộ chung cư,,đã có sổ,29/4/2023
"Căn 3 ngủ, 2WC, 78m2, full nội thất, tầng trung, chung cư HH2 Linh Đàm giá rẻ cho người nhanh tay!",21.0359662,105.9021921,"Long Biên, Hà Nội",78 m²,"28,08 tr/m²","2,19 tỷ",Tây,nhà riêng,,đã có sổ,29/4/2023
"Bán Duplex PentStudio 60m2 x 1 phòng ngủ view thoáng, full đồ mới, sẵn sổ đỏ. LH 0989 734 ***",21.0683576,105.8240984,"Tây Hồ, Hà Nội",60 m²,"65,83 tr/m²","3,95 tỷ",Tây Nam,liền kề,,đã có sổ,29/4/2023
"Bán gấp căn góc tầng thấp 132m 3N 2Wc 1 bếp 1 phòng khách giá 4,4 tỉ chung cư 197 trần phú hà đông",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",132 m²,"33,33 tr/m²","4,4 tỷ",Tây,liền kề,,đã có sổ,29/4/2023
"Bán nhanh căn góc tầng trung 132m2, 3PN, 2Wc 1 bếp 1 pk, giá 5 tỷ chung cư 197 Trần Phú",21.0295015,105.7914212,"Gia Lâm, Hà Nội",132 m²,"37,88 tr/m²",5 tỷ,Đông Bắc,nhà mặt phố,,đã có sổ,29/4/2023
"Bán căn hộ nhà mới tinh chưa ở chung cư FLC Star Quang Trung, căn góc, hoa hậu, thiết kế 3pn 2vs",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",76 m²,"29,6 tr/m²","2,25 tỷ",Tây Bắc,shophouse,,đã có sổ,29/4/2023
Chính chủ bán gấp căn hộ 2PN 72m2 tại dự án Vinhomes Skylake Phạm Hùng giá: 5 tỷ LH: 0962 673 ***,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",72 m²,"69,44 tr/m²",5 tỷ,Tây,nhà mặt phố,,đã có sổ,29/4/2023
"E đang có căn hộ studio bên VHSC độc quyền, giá siêu tốt. LH e ngay: 0961 522 ***Zalo, sms)",20.8602693,105.7801644,"Thanh Oai, Hà Nội",32 m²,"43,75 tr/m²","1,4 tỷ",Tây Bắc,nhà riêng,,đã có sổ,29/4/2023
"Chính chủ bán gấp căn hộ 3PN tại dự án Vinhomes Skylake giá: 6,2 tỷ liên hệ 0962 673 ***",21.0295015,105.7914212,"Ba Vì, Hà Nội",87 m²,65 tr/m²,"5,66 tỷ",Tây Nam,nhà mặt phố,,đã có sổ,29/4/2023
Chính chủ bán căn hộ 4PN Full Nội thất cực đẹp dự án Discovery Complex 302 Cầu Giấy,21.1559766,105.3749427,"Ba Vì, Hà Nội",210 m²,"52,38 tr/m²",11 tỷ,Đông Bắc,căn hộ chung cư,,đã có sổ,28/4/2023
"Chính chủ bán chung cư Samsora 3pn, 2vs căn góc, dt 86m2, 3,X tỷ full nội thất. E Huấn: 0336 991 ***",20.87851585,105.6492335,"Chương Mỹ, Hà Nội",86 m²,"38,37 tr/m²","3,3 tỷ",Tây Bắc,nhà riêng,,đã có sổ,28/4/2023
Chính chủ bán lại căn hộ 2PN đã sửa thành 3PN chung cư cao cấp VP2 Linh Đàm. LH 0984 218 ***,21.0235566,105.5537358,"Thạch Thất, Hà Nội","90,71 m²","41,21 tr/m²",Giá thỏa thuận,Đông,liền kề,,đã có sổ,28/4/2023
"Chính chủ bán căn hộ 4 ngủ TSQ Euroland, Tố Hữu, Mỗ Lao, Hà Đông, Dt: 202m2, giá 5,3 tỷ",21.0295015,105.7914212,"Cầu Giấy, Hà Nội",202 m²,"26,24 tr/m²","5,3 tỷ",Đông,shophouse,,đã có sổ,28/4/2023
"Chính chủ bán căn hộ 2 phòng ngủ 110 Cầu Giấy Center Point, DT 77m2, giá 4,2 tỷ, full nội thất",21.0064704,105.8578519,"Hai Bà Trưng, Hà Nội",77 m²,"54,54 tr/m²","4,2 tỷ",Tây Bắc,nhà mặt phố,,đã có sổ,28/4/2023
"Chính chủ bán căn hộ 3 ngủ Golden Park, Phạm Văn Bạch, Cầu Giấy, DT: 106m2, giá 5 tỷ 800",20.87851585,105.6492335,"Chương Mỹ, Hà Nội",106 m²,"54,72 tr/m²","5,8 tỷ",Tây Bắc,liền kề,,đã có sổ,28/4/2023
"Chính chủ bán căn hộ, 3 ngủ C14 Bắc Hà, Tố Hữu, diện tích 110m2, giá 3 tỷ 200, LH: 0986 673 ***",21.0295015,105.7914212,"Cầu Giấy, Hà Nội",110 m²,"29,09 tr/m²","3,2 tỷ",Tây Nam,liền kề,,đã có sổ,28/4/2023
Siêu rẻ bán căn hộ CT6 Constrexim Yên Hòa 100m 3 phòng ngủ full đồ 3.7tỷ,20.9944171,105.8171316,"Thanh Xuân, Hà Nội",100 m²,37 tr/m²,"3,7 tỷ",Đông Bắc,liền kề,,đã có sổ,28/4/2023
"Chính chủ bán căn hộ sang xịn 2 ngủ Mipec Xuân Thuỷ, Cầu Giấy, 76m2, giá 4,2 tỷ, full nội thất",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",76 m²,"55,26 tr/m²","4,2 tỷ",Tây,nhà mặt phố,,đã có sổ,28/4/2023
"Chính chủ bán căn hộ 3 ngủ Golden Park, Phạm Văn Bạch, Cầu Giấy DT: 106m2, giá 5 tỷ 700",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",106 m²,"53,77 tr/m²","5,7 tỷ",Tây Bắc,căn hộ chung cư,,đã có sổ,28/4/2023
"Chính chủ bán căn 3 ngủ C37 Bắc Hà, Tố Hữu, P. Trung Văn, diện tích 95m2, giá 3,4 tỷ",21.0295015,105.7914212,"Ba Vì, Hà Nội",95 m²,"35,79 tr/m²","3,4 tỷ",Đông,căn hộ chung cư,,đã có sổ,28/4/2023
"Chính chủ bán gấp căn hộ 3PN Vinhomes D'Capitale - Trần Duy Hưng 5,65 tỷ. Lh: 0912 134 ***",21.0235566,105.5537358,"Thạch Thất, Hà Nội",95 m²,"59,47 tr/m²","5,65 tỷ",Tây Bắc,shophouse,,đã có sổ,28/4/2023
"Bán nhanh căn 2PN, diện tích 67m2, ban công Đông Nam, full nội thất, giá 3,5 tỷ. LH 0976 912 ***",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",67 m²,"52,24 tr/m²","3,5 tỷ",Đông,liền kề,,đã có sổ,27/4/2023
"Bán căn hộ khu D22 Bộ Tư Lệnh Biên Phòng 62 Trần Bình, 65m2 2 ngủ, giá 2.6tỷ TL",21.1559766,105.3749427,"Ba Vì, Hà Nội",65 m²,40 tr/m²,"2,6 tỷ",Tây,nhà riêng,,đã có sổ,27/4/2023
"CĂN 2PN-1WC TẦNG THẤP VIEW THOÁNG FULL ĐỒ NHƯ ẢNH CHỈ 1,76 TỶ BP TẠI VINHOMES OCEAN PARK,HƯỚNG MÁT",21.2572652,105.8481633,"Sóc Sơn, Hà Nội",60 m²,"29,33 tr/m²","1,76 tỷ",Đông Bắc,liền kề,,đã có sổ,27/4/2023
"Cần bán căn hộ 3 ngủ CT Văn Quán, Hà Đông 96m2, full đồ giá chỉ 2,85 tỷ 0983 669 ***",20.87851585,105.6492335,"Chương Mỹ, Hà Nội",96 m²,"29,69 tr/m²","2,85 tỷ",Tây Nam,liền kề,,đã có sổ,27/4/2023
"Bán nhanh căn 2PN, diện tích 66m2 Handi Resco giá 3,45 tỷ full nội thất tầng trung. LH 0976 912 ***",21.0683576,105.8240984,"Tây Hồ, Hà Nội",66 m²,"52,27 tr/m²","3,45 tỷ",Tây Nam,shophouse,,đã có sổ,27/4/2023
"Bán căn góc 2PN 70m2 KĐT Văn Quán giá 2,2 tỷ. View thoáng tầng đẹp 0983 669 ***",21.0683576,105.8240984,"Tây Hồ, Hà Nội",70 m²,"31,43 tr/m²","2,2 tỷ",Tây Nam,liền kề,,đã có sổ,27/4/2023
"Bán căn hộ 125m2 3PN đường Cầu Giấy, Hà Nội. LH An Minh 0989 740 ***",21.0683576,105.8240984,"Tây Hồ, Hà Nội",125 m²,"34,4 tr/m²","4,3 tỷ",Tây,nhà mặt phố,,đã có sổ,27/4/2023
"Chính chủ bán căn hộ 3 ngủ Ecolife Capitol, Tố Hữu, 111m2, giá 4 tỷ 300 - căn góc - nội thất đầy đủ",20.87851585,105.6492335,"Chương Mỹ, Hà Nội",111 m²,"38,74 tr/m²","4,3 tỷ",Tây Nam,nhà mặt phố,,đã có sổ,27/4/2023
"Tổng hợp quỹ căn chuyển nhượng Vinhomes Symphony Long Biên giá tốt nhất thị trường, LH 0914 685 ***",21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",66 m²,45 tr/m²,"2,97 tỷ",Tây,liền kề,,đã có sổ,27/4/2023
"Chính chủ cần trả nợ ngân hàng để lại căn Vinhomes Smart City 2 ngủ full nội thất, thiện chí 2,3 tỷ",20.8602693,105.7801644,"Thanh Oai, Hà Nội",55 m²,"41,82 tr/m²","2,3 tỷ",Đông Bắc,shophouse,,đã có sổ,27/4/2023
"Bán căn góc 103 m Hồ Gươm Plaza 3,45 tỷ chỉ việc vào ở luôn, đóng theo tiến độ, chiết khấu 7%",20.87851585,105.6492335,"Chương Mỹ, Hà Nội",130 m²,"26,54 tr/m²","3,45 tỷ",Đông,liền kề,,đã có sổ,27/4/2023
CHCC 103m2 3PN tòa Tabudec Plaza Cầu Bươu giá chỉ 3.1 tỷ (hàng hiếm có khó tìm),21.0295015,105.7914212,"Nam Từ Liêm, Hà Nội",103 m²,"30,1 tr/m²","3,1 tỷ",Tây Bắc,liền kề,,đã có sổ,26/4/2023
"Chính chủ gửi bán căn Góc 3PN, 97m2toà Star Tower chung cư 283 Khương Trung - full nội thất",21.0235566,105.5537358,"Thạch Thất, Hà Nội","92,2 m²","40,13 tr/m²","3,7 tỷ",Tây Nam,nhà riêng,,đã có sổ,26/4/2023
Hạ chào 100 triệu cần bán gấp căn hộ 3 ngủ thuộc tòa CT12A Kim Văn Kim Lũ,21.0295015,105.7914212,"Cầu Giấy, Hà Nội","73,6 m²","24,46 tr/m²","1,8 tỷ",Đông Bắc,shophouse,,đã có sổ,26/4/2023
Nhà em cần bán căn chung cư Green House Việt Hưng 75m2 2 PN + 2 VS căn góc 2 mặt thoáng,21.0235566,105.5537358,"Thạch Thất, Hà Nội",75 m²,"35,12 tr/m²",Giá thỏa thuận,Tây Nam,nhà mặt phố,,đã có sổ,26/4/2023
"Tôi cần bán 2PN 2VS + 63m2 Sakura chỉ 2.8X tỷ bao phí thuế, CH mới bàn giao, tầng trung, hướng mát",21.0064704,105.8578519,"Hai Bà Trưng, Hà Nội",63 m²,"51,22 tr/m²",Giá thỏa thuận,Đông,liền kề,,đã có sổ,26/4/2023
Chính chủ bán gấp rẻ 2PN 2WC (79m2 rộng 1.98 tỷ) full đồ hợp K.Tế VC trẻ ở luôn Gemek cách BigC 5km,20.8602693,105.7801644,"Thanh Oai, Hà Nội",79 m²,"25,06 tr/m²","1,98 tỷ",Đông,nhà riêng,,đã có sổ,26/4/2023
"Chuyên mua bán căn hộ DT 60m2, 65m2, 70m2, 90,9m2 108m2, 122m2 CC Vinhomes Skylake giá thương lượng",20.8602693,105.7801644,"Thanh Oai, Hà Nội",70 m²,"52,86 tr/m²","3,7 tỷ",Tây,nhà mặt phố,,đã có sổ,26/4/2023
Cần bán căn hộ 107 - 118 - 126 - 156 - 206m2 CC Keangnam. LH: 0988 288 *** không câu view chào ảo,21.2572652,105.8481633,"Sóc Sơn, Hà Nội",107 m²,"49,53 tr/m²","5,3 tỷ",Tây Nam,liền kề,,đã có sổ,26/4/2023
Chính chủ gửi bán nhiều căn hộ DT: 106m - 198m2 - 216m2 - 371m2. Ban công Đông Nam giá thiện chí,21.0398766,105.9511964,"Gia Lâm, Hà Nội",106 m²,"32,12 tr/m²",Giá thỏa thuận,Tây,nhà mặt phố,,đã có sổ,26/4/2023
"Chủ nhà gửi bán nhiều căn hộ 2-3-4PN chung cư Bonaza 23 Duy Tân, giá tốt nhất thị trường hiện tại",20.9944171,105.8171316,"Thanh Xuân, Hà Nội",91 m²,"51,65 tr/m²","4,7 tỷ",Đông Bắc,shophouse,,đã có sổ,26/4/2023
"Chủ nhà gửi bán căn hộ ở Dolphin Plaza, DT 133m2 144m2 162m2 -171m2với giá tốt nhất thị trường",21.0295015,105.7914212,"Cầu Giấy, Hà Nội",133 m²,32 tr/m²,"4,26 tỷ",Tây Bắc,liền kề,,đã có sổ,26/4/2023
"Chính chủ! Bán chung cư 15T, Nguyễn Thị Định, 2pn, 2wc, ở ngay. 0975 118 ***",20.8602693,105.7801644,"Thanh Oai, Hà Nội",86 m²,"39,21 tr/m²",Giá thỏa thuận,Đông,nhà mặt phố,,đã có sổ,26/4/2023
"Chuyên bán căn hộ DT 76,4m2, 81m2 96m2 141m2 CC The Emerald. Giá thương lượng lh 098822834",21.2572652,105.8481633,"Sóc Sơn, Hà Nội",82 m²,"40,24 tr/m²","3,3 tỷ",Tây,nhà mặt phố,,đã có sổ,26/4/2023
Qũy căn cập nhật tháng 8 DT: 114-130-160-172m2 chủ thiện chỉ bán CC: Mandarin Garden LH: 0988 288 ***,21.0173512,105.7613329,"Nam Từ Liêm, Hà Nội",130 m²,50 tr/m²,"6,5 tỷ",Tây Nam,nhà riêng,,đã có sổ,26/4/2023
"Bán căn góc 3PN, căn góc 121m2, giá 5,7 tỷ ban công Đông Nam, giá cực tốt. Lh 0976 912 ***",20.9757581,105.8626556,"Hoàng Mai, Hà Nội",121 m²,"47,11 tr/m²","5,7 tỷ",Tây,căn hộ chung cư,,đã có sổ,26/4/2023
"Chính chủ cần bán gấp căn view hồ 111m2 tầng trung tòa S2 giá 7,2 tỷ view cực kỳ thoáng full đồ",21.0398766,105.9511964,"Gia Lâm, Hà Nội",111 m²,"64,86 tr/m²","7,2 tỷ",Tây Nam,shophouse,,đã có sổ,26/4/2023
Chính chủ cần bán cắt lỗ căn 61m2 - 86m2 ban công Đông Nam tòa CT1a giá thỏa thuận LH 0988 288 ***,21.1559766,105.3749427,"Ba Vì, Hà Nội",86 m²,"30,22 tr/m²",Giá thỏa thuận,Tây,căn hộ chung cư,,đã có sổ,25/4/2023
